groupId,artifactId,version,mcrCategories,mcrTags,downloaded,dlVersIfDiff,jarURL,pathToJAR
junit,junit,4.12,Testing Frameworks,"testing,junit",true,,https://repo1.maven.org/maven2/junit/junit/4.12/junit-4.12.jar,temp/dependencies/dermotte/LIRE/junit/junit/4.12/junit-4.12.jar
org.apache.lucene,lucene-queryparser,7.5.0,,"lucene,apache,index",true,,https://repo1.maven.org/maven2/org/apache/lucene/lucene-queryparser/7.5.0/lucene-queryparser-7.5.0.jar,temp/dependencies/dermotte/LIRE/org/apache/lucene/lucene-queryparser/7.5.0/lucene-queryparser-7.5.0.jar
commons-codec,commons-codec,1.10,Base64 Libraries,"codec,base64,encoding",true,,https://repo1.maven.org/maven2/commons-codec/commons-codec/1.10/commons-codec-1.10.jar,temp/dependencies/dermotte/LIRE/commons-codec/commons-codec/1.10/commons-codec-1.10.jar
nu.pattern,opencv,2.4.9-7,Computer Vision,"pattern,computer-vision,ai",true,,https://repo1.maven.org/maven2/nu/pattern/opencv/2.4.9-7/opencv-2.4.9-7.jar,temp/dependencies/dermotte/LIRE/nu/pattern/opencv/2.4.9-7/opencv-2.4.9-7.jar
org.apache.commons,commons-math3,3.6.1,Math Libraries,"math,apache,commons",true,,https://repo1.maven.org/maven2/org/apache/commons/commons-math3/3.6.1/commons-math3-3.6.1.jar,temp/dependencies/dermotte/LIRE/org/apache/commons/commons-math3/3.6.1/commons-math3-3.6.1.jar
com.sangupta,jopensurf,1.0.0,,,true,,https://repo1.maven.org/maven2/com/sangupta/jopensurf/1.0.0/jopensurf-1.0.0.jar,temp/dependencies/dermotte/LIRE/com/sangupta/jopensurf/1.0.0/jopensurf-1.0.0.jar
org.apache.lucene,lucene-analyzers-common,7.5.0,,"lucene,analyzer,apache,index",true,,https://repo1.maven.org/maven2/org/apache/lucene/lucene-analyzers-common/7.5.0/lucene-analyzers-common-7.5.0.jar,temp/dependencies/dermotte/LIRE/org/apache/lucene/lucene-analyzers-common/7.5.0/lucene-analyzers-common-7.5.0.jar
org.apache.lucene,lucene-core,7.5.0,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",true,,https://repo1.maven.org/maven2/org/apache/lucene/lucene-core/7.5.0/lucene-core-7.5.0.jar,temp/dependencies/dermotte/LIRE/org/apache/lucene/lucene-core/7.5.0/lucene-core-7.5.0.jar
commons-io,commons-io,2.5,I/O Utilities,io,true,,https://repo1.maven.org/maven2/commons-io/commons-io/2.5/commons-io-2.5.jar,temp/dependencies/dermotte/LIRE/commons-io/commons-io/2.5/commons-io-2.5.jar
